Sex,Division,Event,Year,Points,Shift
Women,NCAA D-II,10000m,2013,892,No
Women,NCAA D-II,10000m,2014,888,No
Women,NCAA D-II,10000m,2015,899,No
Women,NCAA D-II,10000m,2016,906,No
Women,NCAA D-II,10000m,2017,906,No
Women,NCAA D-II,10000m,2018,900,No
Women,NCAA D-II,10000m,2019,895,No
Women,NCAA D-II,10000m,2021,899,No
Women,NCAA D-II,10000m,2022,933,No
Women,NCAA D-II,10000m,2023,939,No
Women,NCAA D-II,100m,2010,967,No
Women,NCAA D-II,100m,2011,994,No
Women,NCAA D-II,100m,2012,985,No
Women,NCAA D-II,100m,2013,992,No
Women,NCAA D-II,100m,2014,992,No
Women,NCAA D-II,100m,2015,1000,No
Women,NCAA D-II,100m,2016,996,No
Women,NCAA D-II,100m,2017,1015,No
Women,NCAA D-II,100m,2018,1012,No
Women,NCAA D-II,100m,2019,1021,No
Women,NCAA D-II,100m,2021,1018,No
Women,NCAA D-II,100m,2022,1032,No
Women,NCAA D-II,100m,2023,1047,No
Women,NCAA D-II,1500m,2010,927,No
Women,NCAA D-II,1500m,2011,931,No
Women,NCAA D-II,1500m,2012,938,No
Women,NCAA D-II,1500m,2013,932,No
Women,NCAA D-II,1500m,2014,940,No
Women,NCAA D-II,1500m,2015,952,No
Women,NCAA D-II,1500m,2016,952,No
Women,NCAA D-II,1500m,2017,958,No
Women,NCAA D-II,1500m,2018,957,No
Women,NCAA D-II,1500m,2019,950,No
Women,NCAA D-II,1500m,2021,959,No
Women,NCAA D-II,1500m,2022,976,No
Women,NCAA D-II,1500m,2023,985,No
Women,NCAA D-II,200m,2010,961,No
Women,NCAA D-II,200m,2011,978,No
Women,NCAA D-II,200m,2012,978,No
Women,NCAA D-II,200m,2013,986,No
Women,NCAA D-II,200m,2014,980,No
Women,NCAA D-II,200m,2015,993,No
Women,NCAA D-II,200m,2016,991,No
Women,NCAA D-II,200m,2017,1002,No
Women,NCAA D-II,200m,2018,994,No
Women,NCAA D-II,200m,2019,1004,No
Women,NCAA D-II,200m,2021,990,No
Women,NCAA D-II,200m,2022,1014,No
Women,NCAA D-II,200m,2023,1030,No
Women,NCAA D-II,400m,2010,948,No
Women,NCAA D-II,400m,2011,960,No
Women,NCAA D-II,400m,2012,972,No
Women,NCAA D-II,400m,2013,971,No
Women,NCAA D-II,400m,2014,973,No
Women,NCAA D-II,400m,2015,981,No
Women,NCAA D-II,400m,2016,980,No
Women,NCAA D-II,400m,2017,982,No
Women,NCAA D-II,400m,2018,977,No
Women,NCAA D-II,400m,2019,986,No
Women,NCAA D-II,400m,2021,965,No
Women,NCAA D-II,400m,2022,979,No
Women,NCAA D-II,400m,2023,999,No
Women,NCAA D-II,5000m,2010,903,No
Women,NCAA D-II,5000m,2011,907,No
Women,NCAA D-II,5000m,2012,905,No
Women,NCAA D-II,5000m,2013,900,No
Women,NCAA D-II,5000m,2014,907,No
Women,NCAA D-II,5000m,2015,915,No
Women,NCAA D-II,5000m,2016,932,No
Women,NCAA D-II,5000m,2017,929,No
Women,NCAA D-II,5000m,2018,928,No
Women,NCAA D-II,5000m,2019,919,No
Women,NCAA D-II,5000m,2021,930,No
Women,NCAA D-II,5000m,2022,945,No
Women,NCAA D-II,5000m,2023,954,No
Women,NCAA D-II,800m,2010,914,No
Women,NCAA D-II,800m,2011,914,No
Women,NCAA D-II,800m,2012,925,No
Women,NCAA D-II,800m,2013,931,No
Women,NCAA D-II,800m,2014,941,No
Women,NCAA D-II,800m,2015,950,No
Women,NCAA D-II,800m,2016,951,No
Women,NCAA D-II,800m,2017,963,No
Women,NCAA D-II,800m,2018,952,No
Women,NCAA D-II,800m,2019,953,No
Women,NCAA D-II,800m,2021,936,No
Women,NCAA D-II,800m,2022,967,No
Women,NCAA D-II,800m,2023,971,No
Women,NCAA D-II,Discus,2010,740,No
Women,NCAA D-II,Discus,2011,765,No
Women,NCAA D-II,Discus,2012,782,No
Women,NCAA D-II,Discus,2013,773,No
Women,NCAA D-II,Discus,2014,780,No
Women,NCAA D-II,Discus,2015,793,No
Women,NCAA D-II,Discus,2016,796,No
Women,NCAA D-II,Discus,2017,806,No
Women,NCAA D-II,Discus,2018,813,No
Women,NCAA D-II,Discus,2019,821,No
Women,NCAA D-II,Discus,2021,805,No
Women,NCAA D-II,Discus,2022,798,No
Women,NCAA D-II,Discus,2023,790,No
Women,NCAA D-II,High Jump,2010,878,No
Women,NCAA D-II,High Jump,2011,886,No
Women,NCAA D-II,High Jump,2012,908,No
Women,NCAA D-II,High Jump,2013,899,No
Women,NCAA D-II,High Jump,2014,883,No
Women,NCAA D-II,High Jump,2015,898,No
Women,NCAA D-II,High Jump,2016,899,No
Women,NCAA D-II,High Jump,2017,903,No
Women,NCAA D-II,High Jump,2018,896,No
Women,NCAA D-II,High Jump,2019,902,No
Women,NCAA D-II,High Jump,2021,896,No
Women,NCAA D-II,High Jump,2022,912,No
Women,NCAA D-II,High Jump,2023,889,No
Women,NCAA D-II,Javelin,2010,698,No
Women,NCAA D-II,Javelin,2011,694,No
Women,NCAA D-II,Javelin,2012,706,No
Women,NCAA D-II,Javelin,2013,710,No
Women,NCAA D-II,Javelin,2014,724,No
Women,NCAA D-II,Javelin,2015,732,No
Women,NCAA D-II,Javelin,2016,746,No
Women,NCAA D-II,Javelin,2017,735,No
Women,NCAA D-II,Javelin,2018,742,No
Women,NCAA D-II,Javelin,2019,745,No
Women,NCAA D-II,Javelin,2021,739,No
Women,NCAA D-II,Javelin,2022,744,No
Women,NCAA D-II,Javelin,2023,737,No
Women,NCAA D-II,Long Jump,2010,917,No
Women,NCAA D-II,Long Jump,2011,923,No
Women,NCAA D-II,Long Jump,2012,941,No
Women,NCAA D-II,Long Jump,2013,940,No
Women,NCAA D-II,Long Jump,2014,950,No
Women,NCAA D-II,Long Jump,2015,950,No
Women,NCAA D-II,Long Jump,2016,949,No
Women,NCAA D-II,Long Jump,2017,962,No
Women,NCAA D-II,Long Jump,2018,956,No
Women,NCAA D-II,Long Jump,2019,951,No
Women,NCAA D-II,Long Jump,2021,961,No
Women,NCAA D-II,Long Jump,2022,964,No
Women,NCAA D-II,Long Jump,2023,968,No
Women,NCAA D-II,Pole Vault,2010,785,No
Women,NCAA D-II,Pole Vault,2011,796,No
Women,NCAA D-II,Pole Vault,2012,812,No
Women,NCAA D-II,Pole Vault,2013,835,No
Women,NCAA D-II,Pole Vault,2014,834,No
Women,NCAA D-II,Pole Vault,2015,837,No
Women,NCAA D-II,Pole Vault,2016,842,No
Women,NCAA D-II,Pole Vault,2017,846,No
Women,NCAA D-II,Pole Vault,2018,857,No
Women,NCAA D-II,Pole Vault,2019,868,No
Women,NCAA D-II,Pole Vault,2021,880,No
Women,NCAA D-II,Pole Vault,2022,894,No
Women,NCAA D-II,Pole Vault,2023,878,No
Women,NCAA D-II,Shot Put,2010,782,No
Women,NCAA D-II,Shot Put,2011,794,No
Women,NCAA D-II,Shot Put,2012,801,No
Women,NCAA D-II,Shot Put,2013,796,No
Women,NCAA D-II,Shot Put,2014,807,No
Women,NCAA D-II,Shot Put,2015,811,No
Women,NCAA D-II,Shot Put,2016,814,No
Women,NCAA D-II,Shot Put,2017,821,No
Women,NCAA D-II,Shot Put,2018,830,No
Women,NCAA D-II,Shot Put,2019,839,No
Women,NCAA D-II,Shot Put,2021,824,No
Women,NCAA D-II,Shot Put,2022,822,No
Women,NCAA D-II,Shot Put,2023,817,No
Women,NCAA D-II,Triple Jump,2010,863,No
Women,NCAA D-II,Triple Jump,2011,869,No
Women,NCAA D-II,Triple Jump,2012,892,No
Women,NCAA D-II,Triple Jump,2013,890,No
Women,NCAA D-II,Triple Jump,2014,893,No
Women,NCAA D-II,Triple Jump,2015,891,No
Women,NCAA D-II,Triple Jump,2016,898,No
Women,NCAA D-II,Triple Jump,2017,905,No
Women,NCAA D-II,Triple Jump,2018,906,No
Women,NCAA D-II,Triple Jump,2019,906,No
Women,NCAA D-II,Triple Jump,2021,901,No
Women,NCAA D-II,Triple Jump,2022,915,No
Women,NCAA D-II,Triple Jump,2023,908,No
Women,NCAA D-III,10000m,2010,863,No
Women,NCAA D-III,10000m,2011,870,No
Women,NCAA D-III,10000m,2012,872,No
Women,NCAA D-III,10000m,2013,880,No
Women,NCAA D-III,10000m,2014,885,No
Women,NCAA D-III,10000m,2015,869,No
Women,NCAA D-III,10000m,2016,881,No
Women,NCAA D-III,10000m,2017,882,No
Women,NCAA D-III,10000m,2018,878,No
Women,NCAA D-III,10000m,2019,877,No
Women,NCAA D-III,10000m,2021,853,No
Women,NCAA D-III,10000m,2022,887,No
Women,NCAA D-III,10000m,2023,900,No
Women,NCAA D-III,100m,2010,907,No
Women,NCAA D-III,100m,2011,917,No
Women,NCAA D-III,100m,2012,937,No
Women,NCAA D-III,100m,2013,931,No
Women,NCAA D-III,100m,2014,941,No
Women,NCAA D-III,100m,2015,946,No
Women,NCAA D-III,100m,2016,945,No
Women,NCAA D-III,100m,2017,953,No
Women,NCAA D-III,100m,2018,942,No
Women,NCAA D-III,100m,2019,936,No
Women,NCAA D-III,100m,2021,940,No
Women,NCAA D-III,100m,2022,962,No
Women,NCAA D-III,100m,2023,977,No
Women,NCAA D-III,1500m,2010,908,No
Women,NCAA D-III,1500m,2011,908,No
Women,NCAA D-III,1500m,2012,918,No
Women,NCAA D-III,1500m,2013,924,No
Women,NCAA D-III,1500m,2014,922,No
Women,NCAA D-III,1500m,2015,926,No
Women,NCAA D-III,1500m,2016,932,No
Women,NCAA D-III,1500m,2017,922,No
Women,NCAA D-III,1500m,2018,932,No
Women,NCAA D-III,1500m,2019,913,No
Women,NCAA D-III,1500m,2021,898,No
Women,NCAA D-III,1500m,2022,926,No
Women,NCAA D-III,1500m,2023,944,No
Women,NCAA D-III,200m,2010,900,No
Women,NCAA D-III,200m,2011,905,No
Women,NCAA D-III,200m,2012,928,No
Women,NCAA D-III,200m,2013,916,No
Women,NCAA D-III,200m,2014,926,No
Women,NCAA D-III,200m,2015,930,No
Women,NCAA D-III,200m,2016,931,No
Women,NCAA D-III,200m,2017,939,No
Women,NCAA D-III,200m,2018,931,No
Women,NCAA D-III,200m,2019,921,No
Women,NCAA D-III,200m,2021,924,No
Women,NCAA D-III,200m,2022,950,No
Women,NCAA D-III,200m,2023,949,No
Women,NCAA D-III,400m,2010,914,No
Women,NCAA D-III,400m,2011,917,No
Women,NCAA D-III,400m,2012,923,No
Women,NCAA D-III,400m,2013,917,No
Women,NCAA D-III,400m,2014,930,No
Women,NCAA D-III,400m,2015,940,No
Women,NCAA D-III,400m,2016,940,No
Women,NCAA D-III,400m,2017,935,No
Women,NCAA D-III,400m,2018,923,No
Women,NCAA D-III,400m,2019,925,No
Women,NCAA D-III,400m,2021,909,No
Women,NCAA D-III,400m,2022,927,No
Women,NCAA D-III,400m,2023,937,No
Women,NCAA D-III,5000m,2010,876,No
Women,NCAA D-III,5000m,2011,879,No
Women,NCAA D-III,5000m,2012,894,No
Women,NCAA D-III,5000m,2013,893,No
Women,NCAA D-III,5000m,2014,901,No
Women,NCAA D-III,5000m,2015,887,No
Women,NCAA D-III,5000m,2016,899,No
Women,NCAA D-III,5000m,2017,899,No
Women,NCAA D-III,5000m,2018,903,No
Women,NCAA D-III,5000m,2019,891,No
Women,NCAA D-III,5000m,2021,872,No
Women,NCAA D-III,5000m,2022,907,No
Women,NCAA D-III,5000m,2023,917,No
Women,NCAA D-III,800m,2010,915,No
Women,NCAA D-III,800m,2011,911,No
Women,NCAA D-III,800m,2012,921,No
Women,NCAA D-III,800m,2013,913,No
Women,NCAA D-III,800m,2014,917,No
Women,NCAA D-III,800m,2015,931,No
Women,NCAA D-III,800m,2016,930,No
Women,NCAA D-III,800m,2017,923,No
Women,NCAA D-III,800m,2018,917,No
Women,NCAA D-III,800m,2019,909,No
Women,NCAA D-III,800m,2021,904,No
Women,NCAA D-III,800m,2022,924,No
Women,NCAA D-III,800m,2023,925,No
Women,NCAA D-III,Discus,2010,713,No
Women,NCAA D-III,Discus,2011,729,No
Women,NCAA D-III,Discus,2012,731,No
Women,NCAA D-III,Discus,2013,723,No
Women,NCAA D-III,Discus,2014,729,No
Women,NCAA D-III,Discus,2015,737,No
Women,NCAA D-III,Discus,2016,749,No
Women,NCAA D-III,Discus,2017,745,No
Women,NCAA D-III,Discus,2018,743,No
Women,NCAA D-III,Discus,2019,741,No
Women,NCAA D-III,Discus,2021,730,No
Women,NCAA D-III,Discus,2022,739,No
Women,NCAA D-III,Discus,2023,749,No
Women,NCAA D-III,High Jump,2010,850,No
Women,NCAA D-III,High Jump,2011,862,No
Women,NCAA D-III,High Jump,2012,868,No
Women,NCAA D-III,High Jump,2013,870,No
Women,NCAA D-III,High Jump,2014,870,No
Women,NCAA D-III,High Jump,2015,862,No
Women,NCAA D-III,High Jump,2016,864,No
Women,NCAA D-III,High Jump,2017,860,No
Women,NCAA D-III,High Jump,2018,859,No
Women,NCAA D-III,High Jump,2019,861,No
Women,NCAA D-III,High Jump,2021,854,No
Women,NCAA D-III,High Jump,2022,859,No
Women,NCAA D-III,High Jump,2023,848,No
Women,NCAA D-III,Javelin,2010,682,No
Women,NCAA D-III,Javelin,2011,694,No
Women,NCAA D-III,Javelin,2012,691,No
Women,NCAA D-III,Javelin,2013,693,No
Women,NCAA D-III,Javelin,2014,702,No
Women,NCAA D-III,Javelin,2015,702,No
Women,NCAA D-III,Javelin,2016,700,No
Women,NCAA D-III,Javelin,2017,693,No
Women,NCAA D-III,Javelin,2018,698,No
Women,NCAA D-III,Javelin,2019,697,No
Women,NCAA D-III,Javelin,2021,682,No
Women,NCAA D-III,Javelin,2022,684,No
Women,NCAA D-III,Javelin,2023,697,No
Women,NCAA D-III,Long Jump,2010,887,No
Women,NCAA D-III,Long Jump,2011,887,No
Women,NCAA D-III,Long Jump,2012,903,No
Women,NCAA D-III,Long Jump,2013,893,No
Women,NCAA D-III,Long Jump,2014,886,No
Women,NCAA D-III,Long Jump,2015,890,No
Women,NCAA D-III,Long Jump,2016,901,No
Women,NCAA D-III,Long Jump,2017,907,No
Women,NCAA D-III,Long Jump,2018,909,No
Women,NCAA D-III,Long Jump,2019,904,No
Women,NCAA D-III,Long Jump,2021,897,No
Women,NCAA D-III,Long Jump,2022,914,No
Women,NCAA D-III,Long Jump,2023,913,No
Women,NCAA D-III,Pole Vault,2010,780,No
