Sex,Division,Event,Year,Points,Shift
Men,NCAA D-I,10000m,2018,3,Yes
Men,NCAA D-I,10000m,2019,17,Yes
Men,NCAA D-I,10000m,2021,39,Yes
Men,NCAA D-I,10000m,2022,59,Yes
Men,NCAA D-I,10000m,2023,58,Yes
Men,NCAA D-I,100m,2010,0,Yes
Men,NCAA D-I,100m,2011,16,Yes
Men,NCAA D-I,100m,2012,17,Yes
Men,NCAA D-I,100m,2013,9,Yes
Men,NCAA D-I,100m,2014,22,Yes
Men,NCAA D-I,100m,2015,27,Yes
Men,NCAA D-I,100m,2016,20,Yes
Men,NCAA D-I,100m,2017,43,Yes
Men,NCAA D-I,100m,2018,39,Yes
Men,NCAA D-I,100m,2019,39,Yes
Men,NCAA D-I,100m,2021,43,Yes
Men,NCAA D-I,100m,2022,71,Yes
Men,NCAA D-I,100m,2023,68,Yes
Men,NCAA D-I,1500m,2010,0,Yes
Men,NCAA D-I,1500m,2011,-5,Yes
Men,NCAA D-I,1500m,2012,3,Yes
Men,NCAA D-I,1500m,2013,2,Yes
Men,NCAA D-I,1500m,2014,3,Yes
Men,NCAA D-I,1500m,2015,12,Yes
Men,NCAA D-I,1500m,2016,8,Yes
Men,NCAA D-I,1500m,2017,7,Yes
Men,NCAA D-I,1500m,2018,8,Yes
Men,NCAA D-I,1500m,2019,2,Yes
Men,NCAA D-I,1500m,2021,40,Yes
Men,NCAA D-I,1500m,2022,45,Yes
Men,NCAA D-I,1500m,2023,45,Yes
Men,NCAA D-I,200m,2010,0,Yes
Men,NCAA D-I,200m,2011,6,Yes
Men,NCAA D-I,200m,2012,14,Yes
Men,NCAA D-I,200m,2013,6,Yes
Men,NCAA D-I,200m,2014,19,Yes
Men,NCAA D-I,200m,2015,20,Yes
Men,NCAA D-I,200m,2016,22,Yes
Men,NCAA D-I,200m,2017,35,Yes
Men,NCAA D-I,200m,2018,39,Yes
Men,NCAA D-I,200m,2019,27,Yes
Men,NCAA D-I,200m,2021,39,Yes
Men,NCAA D-I,200m,2022,60,Yes
Men,NCAA D-I,200m,2023,59,Yes
Men,NCAA D-I,400m,2010,0,Yes
Men,NCAA D-I,400m,2011,1,Yes
Men,NCAA D-I,400m,2012,6,Yes
Men,NCAA D-I,400m,2013,-3,Yes
Men,NCAA D-I,400m,2014,1,Yes
Men,NCAA D-I,400m,2015,6,Yes
Men,NCAA D-I,400m,2016,12,Yes
Men,NCAA D-I,400m,2017,17,Yes
Men,NCAA D-I,400m,2018,18,Yes
Men,NCAA D-I,400m,2019,17,Yes
Men,NCAA D-I,400m,2021,25,Yes
Men,NCAA D-I,400m,2022,35,Yes
Men,NCAA D-I,400m,2023,46,Yes
Men,NCAA D-I,5000m,2010,0,Yes
Men,NCAA D-I,5000m,2011,-1,Yes
Men,NCAA D-I,5000m,2012,3,Yes
Men,NCAA D-I,5000m,2013,-3,Yes
Men,NCAA D-I,5000m,2014,1,Yes
Men,NCAA D-I,5000m,2015,4,Yes
Men,NCAA D-I,5000m,2016,5,Yes
Men,NCAA D-I,5000m,2017,1,Yes
Men,NCAA D-I,5000m,2018,9,Yes
Men,NCAA D-I,5000m,2019,9,Yes
Men,NCAA D-I,5000m,2021,40,Yes
Men,NCAA D-I,5000m,2022,58,Yes
Men,NCAA D-I,5000m,2023,45,Yes
Men,NCAA D-I,800m,2010,0,Yes
Men,NCAA D-I,800m,2011,-2,Yes
Men,NCAA D-I,800m,2012,6,Yes
Men,NCAA D-I,800m,2013,-6,Yes
Men,NCAA D-I,800m,2014,3,Yes
Men,NCAA D-I,800m,2015,17,Yes
Men,NCAA D-I,800m,2016,22,Yes
Men,NCAA D-I,800m,2017,15,Yes
Men,NCAA D-I,800m,2018,9,Yes
Men,NCAA D-I,800m,2019,6,Yes
Men,NCAA D-I,800m,2021,15,Yes
Men,NCAA D-I,800m,2022,25,Yes
Men,NCAA D-I,800m,2023,28,Yes
Men,NCAA D-I,Discus,2010,0,Yes
Men,NCAA D-I,Discus,2011,-1,Yes
Men,NCAA D-I,Discus,2012,4,Yes
Men,NCAA D-I,Discus,2013,19,Yes
Men,NCAA D-I,Discus,2014,38,Yes
Men,NCAA D-I,Discus,2015,30,Yes
Men,NCAA D-I,Discus,2016,27,Yes
Men,NCAA D-I,Discus,2017,31,Yes
Men,NCAA D-I,Discus,2018,25,Yes
Men,NCAA D-I,Discus,2019,26,Yes
Men,NCAA D-I,Discus,2021,30,Yes
Men,NCAA D-I,Discus,2022,52,Yes
Men,NCAA D-I,Discus,2023,55,Yes
Men,NCAA D-I,High Jump,2010,0,Yes
Men,NCAA D-I,High Jump,2011,8,Yes
Men,NCAA D-I,High Jump,2012,11,Yes
Men,NCAA D-I,High Jump,2013,10,Yes
Men,NCAA D-I,High Jump,2014,9,Yes
Men,NCAA D-I,High Jump,2015,4,Yes
Men,NCAA D-I,High Jump,2016,16,Yes
Men,NCAA D-I,High Jump,2017,6,Yes
Men,NCAA D-I,High Jump,2018,19,Yes
Men,NCAA D-I,High Jump,2019,10,Yes
Men,NCAA D-I,High Jump,2021,11,Yes
Men,NCAA D-I,High Jump,2022,8,Yes
Men,NCAA D-I,High Jump,2023,-2,Yes
Men,NCAA D-I,Javelin,2010,0,Yes
Men,NCAA D-I,Javelin,2011,11,Yes
Men,NCAA D-I,Javelin,2012,12,Yes
Men,NCAA D-I,Javelin,2013,9,Yes
Men,NCAA D-I,Javelin,2014,8,Yes
Men,NCAA D-I,Javelin,2015,17,Yes
Men,NCAA D-I,Javelin,2016,25,Yes
Men,NCAA D-I,Javelin,2017,15,Yes
Men,NCAA D-I,Javelin,2018,10,Yes
Men,NCAA D-I,Javelin,2019,5,Yes
Men,NCAA D-I,Javelin,2021,17,Yes
Men,NCAA D-I,Javelin,2022,23,Yes
Men,NCAA D-I,Javelin,2023,26,Yes
Men,NCAA D-I,Long Jump,2010,0,Yes
Men,NCAA D-I,Long Jump,2011,7,Yes
Men,NCAA D-I,Long Jump,2012,5,Yes
Men,NCAA D-I,Long Jump,2013,-3,Yes
Men,NCAA D-I,Long Jump,2014,4,Yes
Men,NCAA D-I,Long Jump,2015,-4,Yes
Men,NCAA D-I,Long Jump,2016,13,Yes
Men,NCAA D-I,Long Jump,2017,22,Yes
Men,NCAA D-I,Long Jump,2018,30,Yes
Men,NCAA D-I,Long Jump,2019,16,Yes
Men,NCAA D-I,Long Jump,2021,26,Yes
Men,NCAA D-I,Long Jump,2022,28,Yes
Men,NCAA D-I,Long Jump,2023,32,Yes
Men,NCAA D-I,Shot Put,2010,0,Yes
Men,NCAA D-I,Shot Put,2011,-2,Yes
Men,NCAA D-I,Shot Put,2012,17,Yes
Men,NCAA D-I,Shot Put,2013,13,Yes
Men,NCAA D-I,Shot Put,2014,40,Yes
Men,NCAA D-I,Shot Put,2015,46,Yes
Men,NCAA D-I,Shot Put,2016,34,Yes
Men,NCAA D-I,Shot Put,2017,42,Yes
Men,NCAA D-I,Shot Put,2018,45,Yes
Men,NCAA D-I,Shot Put,2019,53,Yes
Men,NCAA D-I,Shot Put,2021,61,Yes
Men,NCAA D-I,Shot Put,2022,56,Yes
Men,NCAA D-I,Shot Put,2023,60,Yes
Men,NCAA D-I,Triple Jump,2010,0,Yes
Men,NCAA D-I,Triple Jump,2011,7,Yes
Men,NCAA D-I,Triple Jump,2012,5,Yes
Men,NCAA D-I,Triple Jump,2013,-2,Yes
Men,NCAA D-I,Triple Jump,2014,-3,Yes
Men,NCAA D-I,Triple Jump,2015,13,Yes
Men,NCAA D-I,Triple Jump,2016,14,Yes
Men,NCAA D-I,Triple Jump,2017,21,Yes
Men,NCAA D-I,Triple Jump,2018,20,Yes
Men,NCAA D-I,Triple Jump,2019,12,Yes
Men,NCAA D-I,Triple Jump,2021,27,Yes
Men,NCAA D-I,Triple Jump,2022,23,Yes
Men,NCAA D-I,Triple Jump,2023,21,Yes
Women,NCAA D-I,10000m,2010,0,Yes
Women,NCAA D-I,10000m,2011,9,Yes
Women,NCAA D-I,10000m,2012,17,Yes
Women,NCAA D-I,10000m,2013,16,Yes
Women,NCAA D-I,10000m,2014,25,Yes
Women,NCAA D-I,10000m,2015,26,Yes
Women,NCAA D-I,10000m,2016,22,Yes
Women,NCAA D-I,10000m,2017,25,Yes
Women,NCAA D-I,10000m,2018,30,Yes
Women,NCAA D-I,10000m,2019,38,Yes
Women,NCAA D-I,10000m,2021,42,Yes
Women,NCAA D-I,10000m,2022,42,Yes
Women,NCAA D-I,10000m,2023,63,Yes
Women,NCAA D-I,100m,2010,0,Yes
Women,NCAA D-I,100m,2011,21,Yes
Women,NCAA D-I,100m,2012,10,Yes
Women,NCAA D-I,100m,2013,10,Yes
Women,NCAA D-I,100m,2014,16,Yes
Women,NCAA D-I,100m,2015,19,Yes
Women,NCAA D-I,100m,2016,28,Yes
Women,NCAA D-I,100m,2017,33,Yes
Women,NCAA D-I,100m,2018,45,Yes
Women,NCAA D-I,100m,2019,27,Yes
Women,NCAA D-I,100m,2021,34,Yes
Women,NCAA D-I,100m,2022,48,Yes
Women,NCAA D-I,100m,2023,57,Yes
Women,NCAA D-I,1500m,2010,0,Yes
Women,NCAA D-I,1500m,2011,6,Yes
Women,NCAA D-I,1500m,2012,15,Yes
Women,NCAA D-I,1500m,2013,17,Yes
Women,NCAA D-I,1500m,2014,10,Yes
Women,NCAA D-I,1500m,2015,17,Yes
Women,NCAA D-I,1500m,2016,14,Yes
Women,NCAA D-I,1500m,2017,19,Yes
Women,NCAA D-I,1500m,2018,19,Yes
Women,NCAA D-I,1500m,2019,21,Yes
Women,NCAA D-I,1500m,2021,40,Yes
Women,NCAA D-I,1500m,2022,38,Yes
Women,NCAA D-I,1500m,2023,47,Yes
Women,NCAA D-I,200m,2010,0,Yes
Women,NCAA D-I,200m,2011,12,Yes
Women,NCAA D-I,200m,2012,8,Yes
Women,NCAA D-I,200m,2013,12,Yes
Women,NCAA D-I,200m,2014,17,Yes
Women,NCAA D-I,200m,2015,18,Yes
Women,NCAA D-I,200m,2016,34,Yes
Women,NCAA D-I,200m,2017,44,Yes
Women,NCAA D-I,200m,2018,46,Yes
Women,NCAA D-I,200m,2019,29,Yes
Women,NCAA D-I,200m,2021,32,Yes
Women,NCAA D-I,200m,2022,44,Yes
Women,NCAA D-I,200m,2023,52,Yes
Women,NCAA D-I,400m,2010,0,Yes
Women,NCAA D-I,400m,2011,5,Yes
Women,NCAA D-I,400m,2012,14,Yes
Women,NCAA D-I,400m,2013,16,Yes
Women,NCAA D-I,400m,2014,18,Yes
Women,NCAA D-I,400m,2015,26,Yes
Women,NCAA D-I,400m,2016,26,Yes
Women,NCAA D-I,400m,2017,23,Yes
Women,NCAA D-I,400m,2018,34,Yes
Women,NCAA D-I,400m,2019,27,Yes
Women,NCAA D-I,400m,2021,33,Yes
Women,NCAA D-I,400m,2022,40,Yes
Women,NCAA D-I,400m,2023,50,Yes
Women,NCAA D-I,5000m,2010,0,Yes
Women,NCAA D-I,5000m,2011,1,Yes
Women,NCAA D-I,5000m,2012,9,Yes
Women,NCAA D-I,5000m,2013,18,Yes
Women,NCAA D-I,5000m,2014,22,Yes
Women,NCAA D-I,5000m,2015,18,Yes
Women,NCAA D-I,5000m,2016,11,Yes
Women,NCAA D-I,5000m,2017,21,Yes
Women,NCAA D-I,5000m,2018,24,Yes
Women,NCAA D-I,5000m,2019,27,Yes
Women,NCAA D-I,5000m,2021,44,Yes
Women,NCAA D-I,5000m,2022,38,Yes
Women,NCAA D-I,5000m,2023,45,Yes
Women,NCAA D-I,800m,2010,0,Yes
Women,NCAA D-I,800m,2011,5,Yes
Women,NCAA D-I,800m,2012,12,Yes
Women,NCAA D-I,800m,2013,12,Yes
Women,NCAA D-I,800m,2014,13,Yes
Women,NCAA D-I,800m,2015,17,Yes
Women,NCAA D-I,800m,2016,17,Yes
Women,NCAA D-I,800m,2017,18,Yes
Women,NCAA D-I,800m,2018,17,Yes
Women,NCAA D-I,800m,2019,21,Yes
Women,NCAA D-I,800m,2021,32,Yes
Women,NCAA D-I,800m,2022,37,Yes
Women,NCAA D-I,800m,2023,41,Yes
Women,NCAA D-I,Discus,2010,0,Yes
Women,NCAA D-I,Discus,2011,11,Yes
Women,NCAA D-I,Discus,2012,20,Yes
Women,NCAA D-I,Discus,2013,25,Yes
Women,NCAA D-I,Discus,2014,35,Yes
Women,NCAA D-I,Discus,2015,42,Yes
Women,NCAA D-I,Discus,2016,40,Yes
Women,NCAA D-I,Discus,2017,41,Yes
Women,NCAA D-I,Discus,2018,51,Yes
Women,NCAA D-I,Discus,2019,48,Yes
Women,NCAA D-I,Discus,2021,62,Yes
Women,NCAA D-I,Discus,2022,64,Yes
Women,NCAA D-I,Discus,2023,68,Yes
Women,NCAA D-I,High Jump,2010,0,Yes
Women,NCAA D-I,High Jump,2011,-1,Yes
Women,NCAA D-I,High Jump,2012,8,Yes
Women,NCAA D-I,High Jump,2013,8,Yes
Women,NCAA D-I,High Jump,2014,5,Yes
Women,NCAA D-I,High Jump,2015,13,Yes
Women,NCAA D-I,High Jump,2016,1,Yes
Women,NCAA D-I,High Jump,2017,0,Yes
Women,NCAA D-I,High Jump,2018,7,Yes
Women,NCAA D-I,High Jump,2019,2,Yes
Women,NCAA D-I,High Jump,2021,8,Yes
Women,NCAA D-I,High Jump,2022,16,Yes
Women,NCAA D-I,High Jump,2023,10,Yes
Women,NCAA D-I,Javelin,2010,0,Yes
Women,NCAA D-I,Javelin,2011,-3,Yes
Women,NCAA D-I,Javelin,2012,6,Yes
Women,NCAA D-I,Javelin,2013,10,Yes
Women,NCAA D-I,Javelin,2014,32,Yes
Women,NCAA D-I,Javelin,2015,27,Yes
Women,NCAA D-I,Javelin,2016,41,Yes
Women,NCAA D-I,Javelin,2017,34,Yes
Women,NCAA D-I,Javelin,2018,41,Yes
Women,NCAA D-I,Javelin,2019,48,Yes
Women,NCAA D-I,Javelin,2021,63,Yes
Women,NCAA D-I,Javelin,2022,57,Yes
Women,NCAA D-I,Javelin,2023,56,Yes
Women,NCAA D-I,Long Jump,2010,0,Yes
Women,NCAA D-I,Long Jump,2011,2,Yes
Women,NCAA D-I,Long Jump,2012,3,Yes
Women,NCAA D-I,Long Jump,2013,-2,Yes
Women,NCAA D-I,Long Jump,2014,-1,Yes
Women,NCAA D-I,Long Jump,2015,1,Yes
Women,NCAA D-I,Long Jump,2016,7,Yes
Women,NCAA D-I,Long Jump,2017,23,Yes
Women,NCAA D-I,Long Jump,2018,18,Yes
Women,NCAA D-I,Long Jump,2019,17,Yes
Women,NCAA D-I,Long Jump,2021,35,Yes
Women,NCAA D-I,Long Jump,2022,24,Yes
Women,NCAA D-I,Long Jump,2023,26,Yes
Women,NCAA D-I,Shot Put,2010,0,Yes
Women,NCAA D-I,Shot Put,2011,17,Yes
Women,NCAA D-I,Shot Put,2012,23,Yes
Women,NCAA D-I,Shot Put,2013,28,Yes
Women,NCAA D-I,Shot Put,2014,23,Yes
Women,NCAA D-I,Shot Put,2015,28,Yes
Women,NCAA D-I,Shot Put,2016,36,Yes
Women,NCAA D-I,Shot Put,2017,34,Yes
Women,NCAA D-I,Shot Put,2018,39,Yes
Women,NCAA D-I,Shot Put,2019,39,Yes
Women,NCAA D-I,Shot Put,2021,62,Yes
Women,NCAA D-I,Shot Put,2022,62,Yes
Women,NCAA D-I,Shot Put,2023,68,Yes
Women,NCAA D-I,Triple Jump,2010,0,Yes
Women,NCAA D-I,Triple Jump,2011,9,Yes
Women,NCAA D-I,Triple Jump,2012,7,Yes
Women,NCAA D-I,Triple Jump,2013,5,Yes
Women,NCAA D-I,Triple Jump,2014,11,Yes
Women,NCAA D-I,Triple Jump,2015,9,Yes
Women,NCAA D-I,Triple Jump,2016,14,Yes
Women,NCAA D-I,Triple Jump,2017,22,Yes
Women,NCAA D-I,Triple Jump,2018,26,Yes
Women,NCAA D-I,Triple Jump,2019,24,Yes
Women,NCAA D-I,Triple Jump,2021,35,Yes
Women,NCAA D-I,Triple Jump,2022,33,Yes
Women,NCAA D-I,Triple Jump,2023,31,Yes
Men,NCAA D-II,10000m,2010,0,Yes
Men,NCAA D-II,10000m,2011,2,Yes
Men,NCAA D-II,10000m,2012,12,Yes
Men,NCAA D-II,10000m,2013,14,Yes
Men,NCAA D-II,10000m,2014,26,Yes
Men,NCAA D-II,10000m,2015,13,Yes
Men,NCAA D-II,10000m,2016,34,Yes
Men,NCAA D-II,10000m,2017,27,Yes
Men,NCAA D-II,10000m,2018,8,Yes
Men,NCAA D-II,10000m,2019,24,Yes
Men,NCAA D-II,10000m,2021,69,Yes
Men,NCAA D-II,10000m,2022,90,Yes
Men,NCAA D-II,10000m,2023,90,Yes
Men,NCAA D-II,100m,2010,0,Yes
Men,NCAA D-II,100m,2011,17,Yes
Men,NCAA D-II,100m,2012,14,Yes
Men,NCAA D-II,100m,2013,28,Yes
Men,NCAA D-II,100m,2014,9,Yes
Men,NCAA D-II,100m,2015,23,Yes
Men,NCAA D-II,100m,2016,35,Yes
Men,NCAA D-II,100m,2017,40,Yes
Men,NCAA D-II,100m,2018,35,Yes
Men,NCAA D-II,100m,2019,33,Yes
Men,NCAA D-II,100m,2021,34,Yes
Men,NCAA D-II,100m,2022,67,Yes
Men,NCAA D-II,100m,2023,84,Yes
Men,NCAA D-II,1500m,2010,0,Yes
Men,NCAA D-II,1500m,2011,-2,Yes
Men,NCAA D-II,1500m,2012,15,Yes
Men,NCAA D-II,1500m,2013,7,Yes
Men,NCAA D-II,1500m,2014,18,Yes
Men,NCAA D-II,1500m,2015,26,Yes
Men,NCAA D-II,1500m,2016,31,Yes
Men,NCAA D-II,1500m,2017,34,Yes
Men,NCAA D-II,1500m,2018,26,Yes
Men,NCAA D-II,1500m,2019,27,Yes
Men,NCAA D-II,1500m,2021,59,Yes
Men,NCAA D-II,1500m,2022,77,Yes
Men,NCAA D-II,1500m,2023,70,Yes
Men,NCAA D-II,200m,2010,0,Yes
Men,NCAA D-II,200m,2011,5,Yes
Men,NCAA D-II,200m,2012,2,Yes
Men,NCAA D-II,200m,2013,14,Yes
Men,NCAA D-II,200m,2014,7,Yes
Men,NCAA D-II,200m,2015,8,Yes
Men,NCAA D-II,200m,2016,23,Yes
Men,NCAA D-II,200m,2017,26,Yes
Men,NCAA D-II,200m,2018,27,Yes
Men,NCAA D-II,200m,2019,32,Yes
Men,NCAA D-II,200m,2021,21,Yes
Men,NCAA D-II,200m,2022,42,Yes
Men,NCAA D-II,200m,2023,60,Yes
Men,NCAA D-II,400m,2010,0,Yes
Men,NCAA D-II,400m,2011,-2,Yes
Men,NCAA D-II,400m,2012,10,Yes
Men,NCAA D-II,400m,2013,7,Yes
Men,NCAA D-II,400m,2014,2,Yes
Men,NCAA D-II,400m,2015,10,Yes
Men,NCAA D-II,400m,2016,17,Yes
Men,NCAA D-II,400m,2017,18,Yes
Men,NCAA D-II,400m,2018,21,Yes
Men,NCAA D-II,400m,2019,20,Yes
Men,NCAA D-II,400m,2021,-4,Yes
Men,NCAA D-II,400m,2022,22,Yes
Men,NCAA D-II,400m,2023,36,Yes
Men,NCAA D-II,5000m,2010,0,Yes
Men,NCAA D-II,5000m,2011,6,Yes
Men,NCAA D-II,5000m,2012,7,Yes
Men,NCAA D-II,5000m,2013,5,Yes
Men,NCAA D-II,5000m,2014,17,Yes
Men,NCAA D-II,5000m,2015,16,Yes
Men,NCAA D-II,5000m,2016,23,Yes
Men,NCAA D-II,5000m,2017,18,Yes
Men,NCAA D-II,5000m,2018,25,Yes
Men,NCAA D-II,5000m,2019,19,Yes
Men,NCAA D-II,5000m,2021,73,Yes
Men,NCAA D-II,5000m,2022,76,Yes
Men,NCAA D-II,5000m,2023,76,Yes
Men,NCAA D-II,800m,2010,0,Yes
Men,NCAA D-II,800m,2011,-4,Yes
Men,NCAA D-II,800m,2012,13,Yes
Men,NCAA D-II,800m,2013,17,Yes
Men,NCAA D-II,800m,2014,11,Yes
Men,NCAA D-II,800m,2015,25,Yes
Men,NCAA D-II,800m,2016,29,Yes
Men,NCAA D-II,800m,2017,25,Yes
Men,NCAA D-II,800m,2018,33,Yes
Men,NCAA D-II,800m,2019,28,Yes
Men,NCAA D-II,800m,2021,31,Yes
Men,NCAA D-II,800m,2022,59,Yes
Men,NCAA D-II,800m,2023,57,Yes
Men,NCAA D-II,Discus,2010,0,Yes
Men,NCAA D-II,Discus,2011,15,Yes
Men,NCAA D-II,Discus,2012,9,Yes
Men,NCAA D-II,Discus,2013,20,Yes
Men,NCAA D-II,Discus,2014,11,Yes
Men,NCAA D-II,Discus,2015,24,Yes
Men,NCAA D-II,Discus,2016,20,Yes
Men,NCAA D-II,Discus,2017,24,Yes
Men,NCAA D-II,Discus,2018,31,Yes
Men,NCAA D-II,Discus,2019,37,Yes
Men,NCAA D-II,Discus,2021,36,Yes
Men,NCAA D-II,Discus,2022,38,Yes
Men,NCAA D-II,Discus,2023,32,Yes
Men,NCAA D-II,High Jump,2010,0,Yes
Men,NCAA D-II,High Jump,2011,9,Yes
Men,NCAA D-II,High Jump,2012,15,Yes
Men,NCAA D-II,High Jump,2013,2,Yes
Men,NCAA D-II,High Jump,2014,9,Yes
Men,NCAA D-II,High Jump,2015,13,Yes
Men,NCAA D-II,High Jump,2016,23,Yes
Men,NCAA D-II,High Jump,2017,16,Yes
Men,NCAA D-II,High Jump,2018,24,Yes
Men,NCAA D-II,High Jump,2019,19,Yes
Men,NCAA D-II,High Jump,2021,0,Yes
Men,NCAA D-II,High Jump,2022,28,Yes
Men,NCAA D-II,High Jump,2023,27,Yes
Men,NCAA D-II,Javelin,2010,0,Yes
Men,NCAA D-II,Javelin,2011,14,Yes
Men,NCAA D-II,Javelin,2012,19,Yes
Men,NCAA D-II,Javelin,2013,6,Yes
Men,NCAA D-II,Javelin,2014,12,Yes
Men,NCAA D-II,Javelin,2015,18,Yes
Men,NCAA D-II,Javelin,2016,9,Yes
Men,NCAA D-II,Javelin,2017,27,Yes
Men,NCAA D-II,Javelin,2018,19,Yes
Men,NCAA D-II,Javelin,2019,28,Yes
Men,NCAA D-II,Javelin,2021,15,Yes
Men,NCAA D-II,Javelin,2022,33,Yes
Men,NCAA D-II,Javelin,2023,41,Yes
Men,NCAA D-II,Long Jump,2010,0,Yes
Men,NCAA D-II,Long Jump,2011,11,Yes
Men,NCAA D-II,Long Jump,2012,22,Yes
Men,NCAA D-II,Long Jump,2013,30,Yes
Men,NCAA D-II,Long Jump,2014,23,Yes
Men,NCAA D-II,Long Jump,2015,31,Yes
Men,NCAA D-II,Long Jump,2016,37,Yes
Men,NCAA D-II,Long Jump,2017,38,Yes
Men,NCAA D-II,Long Jump,2018,44,Yes
Men,NCAA D-II,Long Jump,2019,41,Yes
Men,NCAA D-II,Long Jump,2021,43,Yes
Men,NCAA D-II,Long Jump,2022,49,Yes
Men,NCAA D-II,Long Jump,2023,57,Yes
Men,NCAA D-II,Shot Put,2010,0,Yes
Men,NCAA D-II,Shot Put,2011,-10,Yes
Men,NCAA D-II,Shot Put,2012,-7,Yes
Men,NCAA D-II,Shot Put,2013,8,Yes
Men,NCAA D-II,Shot Put,2014,6,Yes
Men,NCAA D-II,Shot Put,2015,7,Yes
Men,NCAA D-II,Shot Put,2016,13,Yes
Men,NCAA D-II,Shot Put,2017,20,Yes
Men,NCAA D-II,Shot Put,2018,30,Yes
Men,NCAA D-II,Shot Put,2019,49,Yes
Men,NCAA D-II,Shot Put,2021,44,Yes
Men,NCAA D-II,Shot Put,2022,37,Yes
Men,NCAA D-II,Shot Put,2023,42,Yes
Men,NCAA D-II,Triple Jump,2010,0,Yes
Men,NCAA D-II,Triple Jump,2011,5,Yes
Men,NCAA D-II,Triple Jump,2012,20,Yes
Men,NCAA D-II,Triple Jump,2013,25,Yes
Men,NCAA D-II,Triple Jump,2014,18,Yes
Men,NCAA D-II,Triple Jump,2015,21,Yes
Men,NCAA D-II,Triple Jump,2016,38,Yes
Men,NCAA D-II,Triple Jump,2017,39,Yes
Men,NCAA D-II,Triple Jump,2018,44,Yes
Men,NCAA D-II,Triple Jump,2019,38,Yes
Men,NCAA D-II,Triple Jump,2021,33,Yes
Men,NCAA D-II,Triple Jump,2022,38,Yes
Men,NCAA D-II,Triple Jump,2023,39,Yes
Women,NCAA D-II,10000m,2010,0,Yes
Women,NCAA D-II,10000m,2011,0,Yes
Women,NCAA D-II,10000m,2012,9,Yes
Women,NCAA D-II,10000m,2013,14,Yes
Women,NCAA D-II,10000m,2014,10,Yes
Women,NCAA D-II,10000m,2015,20,Yes
Women,NCAA D-II,10000m,2016,28,Yes
Women,NCAA D-II,10000m,2017,28,Yes
Women,NCAA D-II,10000m,2018,22,Yes
Women,NCAA D-II,10000m,2019,17,Yes
Women,NCAA D-II,10000m,2021,21,Yes
Women,NCAA D-II,10000m,2022,55,Yes
Women,NCAA D-II,10000m,2023,60,Yes
Women,NCAA D-II,100m,2010,0,Yes
Women,NCAA D-II,100m,2011,27,Yes
Women,NCAA D-II,100m,2012,19,Yes
Women,NCAA D-II,100m,2013,25,Yes
Women,NCAA D-II,100m,2014,25,Yes
Women,NCAA D-II,100m,2015,33,Yes
Women,NCAA D-II,100m,2016,29,Yes
Women,NCAA D-II,100m,2017,48,Yes
Women,NCAA D-II,100m,2018,45,Yes
Women,NCAA D-II,100m,2019,54,Yes
Women,NCAA D-II,100m,2021,52,Yes
Women,NCAA D-II,100m,2022,65,Yes
Women,NCAA D-II,100m,2023,80,Yes
Women,NCAA D-II,1500m,2010,0,Yes
Women,NCAA D-II,1500m,2011,5,Yes
Women,NCAA D-II,1500m,2012,12,Yes
Women,NCAA D-II,1500m,2013,5,Yes
Women,NCAA D-II,1500m,2014,13,Yes
Women,NCAA D-II,1500m,2015,25,Yes
Women,NCAA D-II,1500m,2016,25,Yes
Women,NCAA D-II,1500m,2017,31,Yes
Women,NCAA D-II,1500m,2018,30,Yes
Women,NCAA D-II,1500m,2019,23,Yes
Women,NCAA D-II,1500m,2021,32,Yes
Women,NCAA D-II,1500m,2022,49,Yes
Women,NCAA D-II,1500m,2023,58,Yes
Women,NCAA D-II,200m,2010,0,Yes
Women,NCAA D-II,200m,2011,17,Yes
Women,NCAA D-II,200m,2012,17,Yes
Women,NCAA D-II,200m,2013,24,Yes
Women,NCAA D-II,200m,2014,19,Yes
Women,NCAA D-II,200m,2015,32,Yes
Women,NCAA D-II,200m,2016,30,Yes
Women,NCAA D-II,200m,2017,41,Yes
Women,NCAA D-II,200m,2018,32,Yes
Women,NCAA D-II,200m,2019,43,Yes
Women,NCAA D-II,200m,2021,29,Yes
Women,NCAA D-II,200m,2022,52,Yes
Women,NCAA D-II,200m,2023,68,Yes
Women,NCAA D-II,400m,2010,0,Yes
Women,NCAA D-II,400m,2011,12,Yes
Women,NCAA D-II,400m,2012,23,Yes
Women,NCAA D-II,400m,2013,23,Yes
Women,NCAA D-II,400m,2014,24,Yes
Women,NCAA D-II,400m,2015,33,Yes
Women,NCAA D-II,400m,2016,32,Yes
Women,NCAA D-II,400m,2017,33,Yes
Women,NCAA D-II,400m,2018,29,Yes
Women,NCAA D-II,400m,2019,38,Yes
Women,NCAA D-II,400m,2021,17,Yes
Women,NCAA D-II,400m,2022,30,Yes
Women,NCAA D-II,400m,2023,51,Yes
Women,NCAA D-II,5000m,2010,0,Yes
Women,NCAA D-II,5000m,2011,3,Yes
Women,NCAA D-II,5000m,2012,2,Yes
Women,NCAA D-II,5000m,2013,-4,Yes
Women,NCAA D-II,5000m,2014,4,Yes
Women,NCAA D-II,5000m,2015,12,Yes
Women,NCAA D-II,5000m,2016,28,Yes
Women,NCAA D-II,5000m,2017,26,Yes
Women,NCAA D-II,5000m,2018,24,Yes
Women,NCAA D-II,5000m,2019,15,Yes
Women,NCAA D-II,5000m,2021,26,Yes
